ticker,previousClose,regularMarketOpen,bid,ask,dayLow,dayHigh,52WeekLow,52WeekHigh,volume,averageVolume,marketCap,beta,trailingPE,forwardPE,dividendYield,exDividendDate,payoutRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,fiveYearAvgDividendYield,dividendRate,annualDividendRate,dividendYield,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,averageDailyVolume10Day,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualEps,epsTrailingTwelveMonths,epsForward,sharesOutstanding,floatShares,sharesShort,sharesShortPriorMonth,shortRatio,shortPercentOutstanding,shortPercentFloat,percentInsiders,percentInstitutions,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastCapGain,annualHoldingsTurnover,enterpriseValue,priceToSalesTrailing12Months,priceToBook,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,beta,enterpriseValue,priceHint,trailingAnnualDividendRate,trailingAnnualDividendYield,fiveYearAvgDividendYield,dividendRate,annualDividendRate,dividendYield,financialCurrency
GLMD,0.389,0.382,,,0.3641,0.39,,,33043.0,180231.0,2224171.0,0.836,,-0.3593204,,,,,,,,,,0.37378,0.44252,,,51350.0,,,,,,,0.26,5.47,,,,,,,6009650.0,5777140.0,72782.0,79026.0,1.28,,,,,-1.03,-0.01,,,,1.391,,,,,,-10376827.0,,0.1345329,1703980800.0,-6912000.0,-1.65,-1.03,0.836,-10376827.0,4.0,,,,,,,USD
GLNG,25.86,25.92,26.27,26.3,25.69,26.29,,,805407.0,1148004.0,2749066496.0,0.609,25.278849,13.984043,0.038,1717977600.0,0.96309996,1.0,0.038669758,3.03,1.0,,0.038,25.3684,23.12995,1.0,0.038669758,1091580.0,,,,,,,19.62,27.37,,,,,,,104567000.0,90929849.0,3670200.0,3061813.0,4.14,,,,,1.88,-0.43,,,13.638,23.535,,,,,,3947070464.0,9.498537,1.3106337,1711843200.0,110186000.0,1.04,1.88,0.609,3947070464.0,2.0,1.0,0.038669758,3.03,1.0,,0.038,USD
GLPG,27.46,27.72,27.77,27.84,27.53,28.03,,,145993.0,119536.0,1833257344.0,0.038,54.54902,-30.571428,,,,,,,,,,29.7724,35.275,,,146970.0,,,,,,,26.89,44.25,,,,,,,65897100.0,38787016.0,1573949.0,1499274.0,14.21,,,,,-0.91,-1.72,,,-7.048,23.019,,,,,,-1716698496.0,7.526243,0.63325137,1711843200.0,30710000.0,0.51,-0.91,0.038,-1716698496.0,2.0,,,,,,,EUR
GLPI,44.28,44.48,44.88,44.94,44.415,45.0,,,1812242.0,1243926.0,12190395392.0,0.94,16.568266,14.86755,0.0677,1717718400.0,1.0849,2.94,0.06639567,6.21,3.04,,0.0677,44.3128,45.8524,2.94,0.06639567,1064300.0,,,,,,,41.8,50.59,,,,,,,271500992.0,259459533.0,4395176.0,4798630.0,3.38,,,,,3.02,5.49,,,13.161,14.421,,,,,,19230513152.0,8.34306,2.953559,1711843200.0,724977024.0,2.71,3.02,0.94,19230513152.0,2.0,2.94,0.06639567,6.21,3.04,,0.0677,USD
GLRE,13.16,13.21,13.26,13.3,13.115,13.3,,,36525.0,68190.0,469417408.0,0.801,4.273312,8.30625,,,,,,,,,,12.5898,11.6178,,,66330.0,,,,,,,9.56,13.61,,,,,,,35321100.0,25587343.0,449675.0,457327.0,8.05,,,,,1.6,0.69,,,0.688,,,,,,,480286016.0,0.67236555,0.7517393,1711843200.0,107962000.0,3.11,1.6,0.801,480286016.0,2.0,,,,,,,USD
GLSI,13.41,13.6496,14.33,14.71,13.31,15.13,,,35221.0,40519.0,191010400.0,,,-21.185715,,,,,,,,,,14.9292,11.53436,,,23590.0,,,,,,,7.58,21.44,,,,,,,12880000.0,5846487.0,177053.0,185066.0,5.26,,,,,-0.7,,,,,-19.282,,,,,,185504352.0,,37.261307,1711843200.0,-9240096.0,-0.71,-0.7,,185504352.0,2.0,,,,,,,USD
GLST,11.03,11.4225,,,11.02,11.575,,,10543.0,15833.0,89237040.0,,276.75,,,,,,,,,,,10.86768,10.69155,,,8490.0,,,,,,,10.41,11.87,,,,,,,5761160.0,4361087.0,2319.0,736.0,0.1,,,,,,,,,,,,,,,,90196816.0,,,1711843200.0,416329.0,0.04,,,90196816.0,2.0,,,,,,,USD
GLSTR,0.15,0.1483,,,0.1503,0.1503,,,1642.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1503,0.1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
GLSTU,10.91,,,,10.91,10.91,,,6.0,,,,,,,,,,,,,,,10.91,10.91,,,,,,,,,,10.5,12.11,,,,,,,,4361087.0,533.0,533.0,,,,,,,,,,,,,,,,,88907032.0,,,1711843200.0,416329.0,,,,88907032.0,2.0,,,,,,,USD
GLSTW,0.03,0.03,,,0.03,0.03,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,,,,,,,,4361087.0,,,,,,,,,,,,,,,,,,,,,2.7272727,,416329.0,,,,,4.0,,,,,,,USD
GLTO,0.61,0.621,0.5777,0.6434,0.6,0.621,,,71748.0,164274.0,16484521.0,1.265,,-0.6988506,,,,,,,,,,0.68986,0.657645,,,87460.0,,,,,,,0.5,3.7,,,,,,,27112700.0,20979263.0,47441.0,17959.0,0.43,,,,,-0.87,-0.01,,,,0.37,,,,,,-10531480.0,,0.585178,1711843200.0,-30832000.0,-1.13,-0.87,1.265,-10531480.0,4.0,,,,,,,USD
GLUE,4.12,4.16,2.97,4.16,3.9,4.2,,,142710.0,169966.0,251940048.0,1.538,,-2.134715,,,,,,,,,,5.8459,5.250175,,,208710.0,,,,,,,2.44,8.84,,,,,,,61150500.0,28626057.0,2311172.0,1866469.0,17.77,,,,,-1.93,,,,56.728,-0.44,,,,,,60358296.0,236.78577,1.3561553,1711843200.0,-135282000.0,-2.51,-1.93,1.538,60358296.0,4.0,,,,,,,USD
GLYC,0.274,0.272,0.1923,0.2728,0.2703,0.28,,,388047.0,1638023.0,17469852.0,2.287,,-0.542,,,,,,,,,,1.5604,1.9443,,,1151450.0,,,,,,,0.26,3.53,,,,,,,64464400.0,40313071.0,6088654.0,1590887.0,7.56,,,,,-0.5,,,,-2380.196,0.608,,,,,,-23801956.0,1746.9852,0.45393634,1703980800.0,-36899420.0,-0.58,-0.5,2.287,-23801956.0,4.0,,,,,,,USD
GMAB,27.99,28.13,28.19,28.22,27.98,28.42,,,461840.0,482247.0,18183839744.0,0.791,23.5,18.675497,,,,,,,,,,29.172,31.187025,,,402300.0,,,,,,,26.32,42.72,,,,,,,644817024.0,64479661.0,2749882.0,2629397.0,5.66,,,,,1.51,1.96,5:1,1525132800.0,-1.504,-4.493,,,,,,-26737010688.0,1.0225407,0.05652798,1711843200.0,5466999808.0,1.2,1.51,0.791,-26737010688.0,2.0,,,,,,,DKK
GMFI,11.4,11.3251,,,11.3251,11.3251,,,809.0,3779.0,57823468.0,0.028,377.50333,,,,,,,,,,,11.20756,10.99502,,,140.0,,,,,,,10.48,12.43,,,,,,,2230780.0,784878.0,752.0,310.0,1.17,,,,,,,,,,,,,,,,63080300.0,,,1703980800.0,726042.0,0.03,,0.028,63080300.0,2.0,,,,,,,USD
GMFIU,10.91,,,,10.92,10.92,,,2.0,523.0,,0.028,,,,,,,,,,,,11.0778,10.897215,,,,,,,,,,10.49,13.8,,,,,,,,784878.0,1447.0,1531.0,2.67,,,,,,,,,,,,,,,,63468088.0,,,1703980800.0,726042.0,,,0.028,63468088.0,2.0,,,,,,,USD
GMFIW,0.0325,0.0301,,,0.0325,0.0325,,,5572.0,,,0.028,,,,,,,,,,,,,,,,,,,,,,,0.0325,0.0325,,,,,,,,784878.0,,,,,,,,,,,,,,,,,,,,,3.25,,726042.0,,,0.028,,4.0,,,,,,,USD
GMGI,6.0,6.0,6.03,6.15,5.85,6.27,,,157662.0,119192.0,721625920.0,2.228,,55.18182,,,,,,,,,,3.9506,2.998855,,,193120.0,,,,,,,1.95,6.27,,,,,,,118884000.0,5392062.0,96868.0,49176.0,0.53,,,,,0.11,,1:150,1593129600.0,4.538,361.386,,,,,,205303888.0,15.950969,6.9134398,1706659200.0,-654724.0,-0.02,0.11,2.228,205303888.0,2.0,,,,,,,USD
GMM,0.91,0.91,1.0,1.18,0.91,1.01,,,378580.0,1826861.0,28545500.0,,4.166667,,,,,,,,,,,0.9443,4.984675,,,183060.0,,,,,,,0.65,15.47,,,,,,,28545500.0,10024607.0,318660.0,172811.0,0.08,,,,,,,,,0.665,2.212,,,,,,17882984.0,1.0615691,1.2376237,1696032000.0,6551838.0,0.24,,,17882984.0,4.0,,,,,,,USD
GNFT,5.97,5.52,,,5.1,5.52,,,79858.0,11388.0,291384832.0,0.867,,,,,,,,,,,,3.8026,3.576085,,,47060.0,,,,,,,2.894,6.05,,,,,,,49861000.0,41801817.0,88025.0,93362.0,20.65,,,,,,,,,7.247,-8.538,,,,,,249903232.0,8.450101,3.7865496,1703980800.0,-28894000.0,-0.63,,0.867,249903232.0,2.0,,,,,,,EUR
GNLN,0.52,0.5241,0.5154,0.5349,0.5111,0.5345,,,81405.0,493760.0,1941789.0,1.687,0.0045598033,-0.09437386,,,,,,,,,,0.56896,0.57391,,,177460.0,,,,,,,0.371,3.4,,,,,,,3734210.0,3338758.0,101092.0,70253.0,0.17,,,,,-5.51,,,,0.113,-0.332,,,,,,8731790.0,0.025107501,0.116279066,1696032000.0,-39780000.0,114.04,-5.51,1.687,8731790.0,4.0,,,,,,,USD
GNLX,2.65,2.7,2.67,2.74,2.61,2.72,,,249070.0,209131.0,91792312.0,,,-1.9219859,,,,,,,,,,4.1247,12.45755,,,680410.0,,,,,,,2.5,40.98,,,,,,,33871700.0,21537610.0,2441940.0,2034212.0,17.84,,,,,-1.41,,,,6841.354,-2.157,,,,,,54730832.0,11474.039,4.7711267,1711843200.0,-25783000.0,-0.92,-1.41,,54730832.0,4.0,,,,,,,USD
GNMA,42.61,42.7864,42.7,42.81,42.7001,42.7935,,,12420.0,58358.0,,,,,,,,,,,,,,42.719,42.7458,,,15560.0,,,,,,,40.33,44.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
GNOM,10.21,10.25,10.15,10.17,10.12,10.3714,,,61114.0,73431.0,,,,,,,,,,,,,,10.5461,10.710365,,,47090.0,,,,,,,8.63,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
GNPX,2.41,2.77,3.19,,2.5901,4.0899,,,3150884.0,105701.0,6526957.0,-0.54,,-1.1476014,,,,,,,,,,2.53662,8.734155,,,359910.0,,,,,,,2.09,42.0,,,,,,,2098700.0,1898386.0,49962.0,69946.0,1.47,,,,,-2.71,,,,,0.063,,,,,,-1951974.0,,0.62312156,1703980800.0,-30860460.0,-18.81,-2.71,-0.54,-1951974.0,4.0,,,,,,,USD
GNSS,1.81,1.79,1.78,1.9,1.74,1.86,,,57028.0,63255.0,81162176.0,0.499,,-26.0,,1465776000.0,,,,,,,,2.1076,2.07865,,,102600.0,,,,,,,1.51,3.92,,,,,,,44594600.0,34978486.0,151304.0,171701.0,3.3,,,,,-0.07,-0.22,,,2.247,-5.057,,,,,,78776360.0,2.3147528,2.3096447,1711843200.0,-25148000.0,-0.62,-0.07,0.499,78776360.0,4.0,,,,,,,USD
GNTA,3.33,3.49,,,3.19,3.49,,,1229.0,5861.0,58112232.0,0.746,,-4.9076924,,,,,,,,,,3.37648,4.521285,,,1500.0,,,,,,,2.2,6.81,,,,,,,18217000.0,11164263.0,1904.0,3898.0,0.24,,,,,-0.65,,,,,-3.367,,,,,,39363588.0,,2.8431373,1703980800.0,-11645455.0,-0.69,-0.65,0.746,39363588.0,4.0,,,,,,,EUR
GNTX,34.75,34.8,34.99,35.03,34.67,35.02,,,1248349.0,1285879.0,8091440128.0,0.972,18.518518,14.344262,0.0137,1720137600.0,0.254,0.48,0.013812949,1.6,0.48,,0.0137,34.8786,33.06235,0.48,0.013812949,1052010.0,,,,,,,26.68,37.58,,,,,,,231184000.0,230359147.0,5760663.0,3937907.0,4.42,,,,,2.44,0.76,2:1,1420156800.0,3.349,12.944,,,,,,7831607296.0,3.4598336,3.4053319,1711843200.0,432581312.0,1.89,2.44,0.972,7831607296.0,2.0,0.48,0.013812949,1.6,0.48,,0.0137,USD
GO,21.45,21.47,21.99,22.04,21.29,22.07,,,1422128.0,1648563.0,2195958784.0,0.13,34.359375,19.121738,,,,,,,,,,25.1818,27.20425,,,1578760.0,,,,,,,19.73,36.54,,,,,,,99861696.0,95973077.0,8910252.0,7731840.0,4.25,,,,,1.15,2.97,,,0.873,18.994,,,,,,3527676672.0,0.5434291,1.7983317,1711756800.0,64692000.0,0.64,1.15,0.13,3527676672.0,2.0,,,,,,,USD
GOCO,10.6,10.585,7.37,13.45,10.3603,10.8069,,,5908.0,18515.0,237964256.0,1.744,,-2.3215077,,,,,,,,,,10.0027,12.7893,,,15930.0,,,,,,,8.52,22.85,,,,,,,9946670.0,4645293.0,219590.0,216125.0,13.16,,,,,-4.51,-0.02,,,1.011,24.31,,,,,,745112640.0,0.3228328,0.4588081,1711843200.0,-66860000.0,-7.11,-4.51,1.744,745112640.0,2.0,,,,,,,USD
GODN,10.78,10.78,,,10.78,10.82,,,1411.0,34852.0,79148856.0,,39.962963,,,,,,,,,,,10.71,10.48067,,,130040.0,,,,,,,8.8,11.21,,,,,,,7335390.0,3592729.0,543.0,525.0,0.03,,,,,,,,,,,,,,,,,,,1711843200.0,1857605.0,0.27,,,,2.0,,,,,,,USD
GODNR,0.34,0.34,,,0.3495,0.3495,,,1142.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3495,0.3495,,,,,,,,3592729.0,,,,,,,,,,,,,,,,,,,,,,,1857605.0,,,,,4.0,,,,,,,USD
GODNU,10.95,12.5,,,12.5,12.93,,,1520.0,66.0,,,,,,,,,,,,,,10.99824,10.74684,,,340.0,,,,,,,10.21,12.93,,,,,,,,3592729.0,83.0,183.0,16.6,,,,,,,,,,,,,,,,,,,1711843200.0,1857605.0,,,,,2.0,,,,,,,USD
GOEV,2.09,2.14,2.23,2.26,2.11,2.47,,,6178959.0,8604617.0,154276880.0,1.263,,-1.0227273,,,,,,,,,,2.7978,5.66911,,,2918320.0,,,,,,,1.22,19.504,,,,,,,68567504.0,61673244.0,13999567.0,13199112.0,3.24,,,,,-2.2,,,,319.168,-1.197,,,,,,282782496.0,174.12741,0.8404931,1711843200.0,-323438016.0,-57.8,-2.2,1.263,282782496.0,4.0,,,,,,,USD
GOEVW,0.0679,0.068,,,0.0631,0.0682,,,11012.0,,,1.263,,,,,,,,,,,,,,,,,,,,,,,0.0631,0.0682,,,,,,,,61673244.0,,,,,,,,,,,,,,,,,,,,,0.025326857,,-323438016.0,,,1.263,,4.0,,,,,,,USD
GOGL,14.42,14.47,14.38,14.41,14.1,14.53,,,1615682.0,1780633.0,2878403072.0,1.354,15.473119,7.7783785,0.0834,1717632000.0,0.64519995,0.8,0.055478502,11.26,1.2,,0.0834,13.8184,10.392,0.8,0.055478502,2342840.0,,,,,,,6.89,15.77,,,,,,,200028000.0,120917103.0,4140681.0,3786223.0,2.86,,,,,1.85,-42.65,1:5,1470009600.0,4.479,10.624,,,,,,4191818240.0,3.0752661,1.4930484,1711843200.0,186476992.0,0.93,1.85,1.354,4191818240.0,2.0,0.8,0.055478502,11.26,1.2,,0.0834,USD
GOGO,10.32,10.43,10.56,10.59,10.22,10.68,,,532057.0,898103.0,1345406464.0,1.042,9.0470085,17.07258,,,,,,,,,,9.2839,10.0519,,,573850.0,,,,,,,7.53,17.94,,,,,,,127105000.0,59891742.0,12511503.0,11756165.0,12.84,,,,,0.62,3.9,,,4.58,12.912,,,,,,1847274368.0,3.3359776,21.735113,1711843200.0,155719008.0,1.17,0.62,1.042,1847274368.0,2.0,,,,,,,USD
GOOD,14.2,14.37,14.35,14.42,14.21,14.39,,,172542.0,224812.0,586648640.0,1.13,,95.933334,0.0834,1718668800.0,75.1838,1.2,0.08450705,8.26,1.2,,0.0834,13.7768,13.02005,1.2,0.08450705,155610.0,,,,,,,11.4,15.04,,,,,,,40054300.0,39454695.0,998781.0,1119724.0,4.66,,,,,0.15,18.2,,,9.873,14.334,,,,,,1448847488.0,3.9975784,3.907141,1711843200.0,-7475000.0,-0.18,0.15,1.13,1448847488.0,2.0,1.2,0.08450705,8.26,1.2,,0.0834,USD
GOODN,22.66,22.93,,,22.51,23.0727,,,1459.0,3825.0,,1.13,,,0.0736,1718668800.0,,1.2,0.052956756,,1.66,,0.0736,22.4718,21.3434,1.2,0.052956756,2440.0,,,,,,,17.87,24.66,,,,,,,,39454695.0,1525.0,4054.0,0.44,,,,,,,,,12.089,17.551,,,,,,1774088448.0,,6.111865,1711843200.0,-7475000.0,-0.034,,1.13,1774088448.0,2.0,1.2,0.052956756,,1.66,,0.0736,USD
GOODO,20.35,20.33,,,20.13,20.33,,,3213.0,8768.0,490642176.0,,696.89655,,,,,1.502,0.07380835,,,,,19.82882,18.98208,1.502,0.07380835,11350.0,,,,,,,15.715,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.502,0.07380835,,,,,USD
GOOG,173.56,173.192,173.9,174.01,170.97,174.42,,,27173303.0,21545400.0,2139951595520.0,1.019,26.680983,20.298717,0.0046,1717977600.0,,,,,0.8,,0.0046,164.3652,144.7496,,,16886730.0,,,,,,,115.83,179.95,,,,,,,5616999936.0,11026796240.0,38043235.0,36944458.0,1.78,,,,,8.57,1.17,10000000:10000000,1430092800.0,6.507,18.866,,,,,,2070083665920.0,6.72632,7.35467,1711843200.0,82405998592.0,6.52,8.57,1.019,2070083665920.0,2.0,,,,0.8,,0.0046,USD
GOOGL,172.11,171.86,163.27,172.77,169.44,173.06,,,36174235.0,29259553.0,2139948711936.0,1.019,26.457056,20.08149,0.0046,1717977600.0,,,,,0.8,,0.0046,162.8582,143.45995,,,22404670.0,,,,,,,115.35,178.77,,,,,,,5873999872.0,11026796240.0,54895314.0,58724354.0,1.85,,,,,8.59,1.15,1998:1000,1396483200.0,6.45,18.702,,,,,,2052040949760.0,6.7263107,7.292944,1711843200.0,82405998592.0,6.52,8.59,1.019,2052040949760.0,2.0,,,,0.8,,0.0046,USD
GORV,3.44,3.49,,3.56,3.38,3.56,,,16900.0,54144.0,50099880.0,1.888,,-59.333332,,,,,,,,,,3.6949,5.980275,,,27840.0,,,,,,,3.205,13.27,,,,,,,14073000.0,3244675.0,695698.0,798353.0,16.09,,,,,-0.06,-0.06,,,0.612,64.359,,,,,,647577920.0,0.047367845,,1711843200.0,-137570000.0,,-0.06,1.888,647577920.0,4.0,,,,,,,USD
GOSS,0.579,0.5719,0.5961,0.5995,0.5719,0.6081,,,861419.0,1619222.0,133469208.0,1.836,,-0.77631575,,,,,,,,,,0.84692,0.895005,,,1107160.0,,,,,,,0.453,1.88,,,,,,,226219008.0,190372044.0,12582453.0,11112453.0,6.52,,,,,-0.76,-0.46,,,,-0.59,,,,,,98128008.0,,4.9999995,1711843200.0,-172580000.0,-0.85,-0.76,1.836,98128008.0,4.0,,,,,,,USD
GOVI,27.13,27.2593,27.27,27.3,27.213,27.3039,,,25032.0,138396.0,,,,,,,,,,,,,,27.327,27.54845,,,66140.0,,,,,,,25.71,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
GOVX,1.78,1.8,1.77,1.89,1.78,1.8699,,,31281.0,56944.0,4601524.0,,,-0.45959598,,,,,,,,,,1.702,4.8484,,,184960.0,,,,,,,1.38,10.35,,,,,,,2528310.0,2271122.0,21347.0,6322.0,0.62,,,,,-3.96,,1:20,1600992000.0,,-0.121,,,,,,3432263.0,,75.833336,1711843200.0,-27778978.0,-14.46,-3.96,,3432263.0,4.0,,,,,,,USD
GOVXW,0.04,0.04,,,0.035,0.04,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.04,,,,,,,,2271122.0,,,,,,,,,,,,,,,,,,,,,,,-27778978.0,,,,,4.0,,,,,,,USD
GP,1.2,1.2,1.15,1.22,1.06,1.2,,,65337.0,65474.0,31259614.0,4.182,,-2.744186,,,,,,,,,,1.62708,2.612395,,,62460.0,,,,,,,1.06,6.05,,,,,,,26491200.0,18773111.0,71473.0,158915.0,0.84,,,,,-0.43,,,,0.838,-3.336,,,,,,41468960.0,0.6317213,1.6320884,1703980800.0,-15571138.0,-0.63,-0.43,4.182,41468960.0,4.0,,,,,,,USD
GPAC,11.29,11.29,,,11.29,11.41,,,2.0,1100.0,106051160.0,,,,,,,,,,,,,11.2642,11.06674,,,240.0,,,,,,,10.52,11.505,,,,,,,9194580.0,1835418.0,186.0,9.0,0.13,,,,,,,,,,,,,,,,112403456.0,,,1711843200.0,-3234000.0,-0.31,,,112403456.0,2.0,,,,,,,USD
GPACU,11.49,,,,11.49,11.49,,,,4.0,,,63.83333,,,,,,,,,,,11.396,11.10525,,,,,,,,,,10.5,11.85,,,,,,,,1835418.0,914.0,1014.0,227.0,,,,,,,,,,,,,,,,113163936.0,,,1711843200.0,-3234000.0,0.18,,,113163936.0,2.0,,,,,,,USD
GPACW,0.1699,0.19,,,0.1699,0.1699,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1699,0.1699,,,,,,,,1835418.0,,,,,,,,,,,,,,,,,,,,,,,-3234000.0,,,,,4.0,,,,,,,USD
GPAK,0.28,0.2885,,,0.2383,0.2885,,,87706.0,368025.0,6139032.0,,,,,,,,,,,,,0.23012,0.43267485,,,443300.0,,,,,,,0.19,4.39,,,,,,,25579300.0,16661601.0,12520.0,73647.0,0.12,,,,,,,,,,,,,,,,6427532.0,,,1696032000.0,-476867.0,-0.02,,,6427532.0,4.0,,,,,,,USD
GPATU,10.08,10.07,10.05,10.09,10.065,10.07,,,144691.0,1768487.0,,,,,,,,,,,,,,10.073438,10.073438,,,206510.0,,,,,,,10.05,10.09,,,,,,,,5133938.0,5676.0,,,,,,,,,,,,,,,,,,63204864.0,,,1617148800.0,-14041.0,,,,63204864.0,2.0,,,,,,,USD
GPCR,33.76,34.39,34.16,34.36,33.93,36.25,,,736327.0,603711.0,1594441600.0,,,-33.861385,,,,,,,,,,38.594,44.302525,,,551780.0,,,,,,,25.57,75.017,,,,,,,46621100.0,222392273.0,4112192.0,4114099.0,8.73,,,,,-1.01,,,,,-76.708,,,,,,8796347392.0,,3.7093275,1711843200.0,-97681000.0,-2.25,-1.01,,8796347392.0,2.0,,,,,,,USD
GPIQ,46.41,46.4488,33.36,58.82,45.7194,46.4488,,,288763.0,36061.0,,,,,,,,,,,,,,45.7017,44.575966,,,61440.0,,,,,,,38.781,47.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
GPIX,46.28,46.2718,33.33,59.48,45.99,46.69,,,23990.0,40890.0,,,,,,,,,,,,,,46.024,44.6791,,,52060.0,,,,,,,39.025,47.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
GPRE,16.98,17.19,14.86,17.18,16.74,17.35,,,1027197.0,1155788.0,1109503104.0,1.625,,11.52349,,1558569600.0,,,,2.59,,,,20.8088,24.63515,,,1304360.0,,,,,,,16.74,36.02,,,,,,,64618700.0,62960605.0,6804034.0,6719515.0,5.04,,,,,1.49,-4.53,,,0.518,37.522,,,,,,1585427456.0,0.36258176,1.250182,1711843200.0,-74472000.0,-1.2,1.49,1.625,1585427456.0,2.0,,,2.59,,,,USD
GPRO,1.52,1.53,1.5,1.53,1.5,1.545,,,3494461.0,2050257.0,231494496.0,1.499,,-152.0,,,,,,,,,,1.833,2.766825,,,2209620.0,,,,,,,1.47,4.45,,,,,,,126041000.0,123807119.0,6941462.0,6545020.0,3.34,,,,,-0.01,-0.54,,,0.227,-3.355,,,,,,224075888.0,0.23473191,1.029113,1711843200.0,-362401984.0,-2.4,-0.01,1.499,224075888.0,4.0,,,,,,,USD
GRAB,3.65,3.66,3.65,3.68,3.63,3.68,,,63087365.0,26441571.0,14507509760.0,0.809,,73.4,,,,,,,,,,3.4374,3.3304,,,27278750.0,,,,,,,2.9,3.92,,,,,,,3840000000.0,2452638850.0,84642875.0,66146641.0,3.62,,,,,0.05,2.49,,,4.249,-53.916,,,,,,10567510016.0,5.8333373,2.311083,1711843200.0,-294000000.0,-0.08,0.05,0.809,10567510016.0,4.0,,,,,,,USD
GRABW,0.179,0.179,,,0.174,0.179,,,2038.0,39258.0,,0.809,,,,,,,,,,,,0.19002,0.23391,,,36370.0,,,,,,,0.113,0.53,,,,,,,,2452638850.0,,,,,,,,,,,,,,,,,,,,,,,-294000000.0,-12.726,,0.809,,4.0,,,,,,,USD
GRDI,0.7428,0.7434,0.6559,0.7256,0.6651,0.765,,,107218.0,437312.0,54793936.0,,,,,,,,,,,,,0.95424,2.0731585,,,71500.0,,,,,,,0.59,9.66,,,,,,,71375904.0,15269448.0,355276.0,265392.0,2.44,,,,,,,,,6.169,-16.581,,,,,,129464592.0,2.6108513,,1711843200.0,-13904000.0,,,,129464592.0,4.0,,,,,,,USD
GRDIW,0.043,0.043,,,0.043,0.0472,,,11650.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.0472,,,,,,,,15269448.0,,,,,,,,,,,,,,,,,,,,,,,-13904000.0,,,,,4.0,,,,,,,USD
GREE,2.84,2.81,2.57,2.65,2.56,2.95,,,219262.0,192480.0,25700968.0,3.388,,-1.9264705,,,,,,,,,,2.847,4.16905,,,154010.0,,,,,,,1.55,9.26,,,,,,,7076140.0,6717469.0,208994.0,383421.0,1.46,,,,,-1.36,,,,1.077,-48.249,,,,,,80334976.0,0.34468332,,1711843200.0,-24235000.0,-3.13,-1.36,3.388,80334976.0,4.0,,,,,,,USD
GREEL,9.39,9.803,,,9.595,9.803,,,1337.0,5814.0,,,,,,,,,,,,,,9.58942,8.351845,,,5840.0,,,,,,,3.78,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
GRFS,7.16,7.17,7.14,7.17,7.125,7.245,,,480307.0,1833223.0,6111833088.0,0.668,71.6,5.5076923,,1622678400.0,,,,2.4,,,,6.8638,8.3668,,,927230.0,,,,,,,5.3,12.15,,,,,,,679091968.0,546431602.0,6709688.0,6602096.0,5.47,,,,,1.3,0.1,2:1,1451865600.0,2.678,16.512,,,,,,17827131392.0,0.91821724,0.8180987,1711843200.0,189000000.0,0.1,1.3,0.668,17827131392.0,2.0,,,2.4,,,,EUR
GRI,0.3309,0.309,,,0.293,0.318,,,181081.0,287379.0,1139895.0,,,,,,,,,,,,,0.48954,4.44688,,,982500.0,,,,,,,0.288,47.95,,,,,,,3774490.0,3615620.0,24331.0,18259.0,0.2,,,,,,,,,,0.232,,,,,,-2799104.0,,0.34514284,1711843200.0,-12774000.0,-4.0,,,-2799104.0,4.0,,,,,,,USD
GRID,119.64,120.25,110.75,128.32,117.93,120.265,,,110787.0,97352.0,,,30.133982,,,,,,,,,,,115.4254,103.23485,,,118980.0,,,,,,,85.1,122.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
